"","fitted_LFO","var","year","Y_Rec","sd","residual_LFO","Type","fitted_LOO","residuals_loo"
"176",0.0671020249610604,"CutiTUMIpjuv",1997,-0.0262369,0.251351,-0.0933389249610604,"fitted",-0.0203196829415178,-0.00591721705848219
"177",-0.0108176130081861,"CutiTUMIpjuv",1998,0.488059,0.196957,0.498876613008186,"fitted",-0.0425707430359273,0.530629743035927
"178",-0.030090892230073,"CutiTUMIpjuv",1999,0.39868,0.225575,0.428770892230073,"fitted",-0.0480745018472014,0.446754501847201
"179",-0.00657082830162171,"CutiTUMIpjuv",2000,0.677969,0.176911,0.684539828301622,"fitted",-0.0413580133036522,0.719327013303652
"180",-0.0553449463083231,"CutiTUMIpjuv",2001,-0.0174897,0.249959,0.0378552463083231,"fitted",-0.0552861559215063,0.0377964559215063
"181",-0.073215695899737,"CutiTUMIpjuv",2002,-0.508487,0.287332,-0.435271304100263,"fitted",-0.0603894024608932,-0.448097597539107
"182",-0.0358168941144214,"CutiTUMIpjuv",2003,-0.288797,0.242626,-0.252980105885579,"fitted",-0.0497096430682633,-0.239087356931737
"183",-0.0487285170815879,"CutiTUMIpjuv",2004,-0.0738993,0.202608,-0.0251707829184121,"fitted",-0.0533967405175983,-0.0205025594824017
"184",-0.0376275717866726,"CutiTUMIpjuv",2005,-0.92342,0.306746,-0.885792428213327,"fitted",-0.050226707812504,-0.873193292187496
"185",-0.122438009866847,"CutiTUMIpjuv",2006,0.261821,0.160438,0.384259009866847,"fitted",-0.0744455337994765,0.336266533799476
"186",0.00687079066474131,"CutiTUMIpjuv",2007,-0.806397,0.288319,-0.813267790664741,"fitted",-0.0375195679625421,-0.768877432037458
"187",-0.0356584065396688,"CutiTUMIpjuv",2008,0.399459,0.171487,0.435117406539669,"fitted",-0.0496643846887287,0.449123384688729
"188",-0.00701561593947093,"CutiTUMIpjuv",2009,-0.76894,0.307697,-0.761924384060529,"fitted",-0.0414850287353841,-0.727454971264616
"189",0.0169978043962092,"CutiTUMIpjuv",2010,0.474934,0.225107,0.457936195603791,"fitted",-0.0346276552563809,0.509561655256381
"190",0.14982036816364,"CutiSTIpjuv",1994,0.3713,0.207673,0.22147963183636,"fitted",0.0927920695698721,0.278507930430128
"191",0.260789189401661,"CutiSTIpjuv",1995,0.294065,0.216216,0.0332758105983388,"fitted",0.189941759984939,0.104123240015061
"192",-0.628039098943072,"CutiSTIpjuv",1996,-0.300866,0.299939,0.327173098943072,"fitted",-0.547048204181366,0.246182204181366
"193",0.0189090915383066,"CutiSTIpjuv",1997,-0.0262369,0.251351,-0.0451459915383066,"fitted",-0.0176913742869557,-0.00854552571304432
"194",0.295759835013773,"CutiSTIpjuv",1998,0.488059,0.196957,0.192299164986227,"fitted",0.231631407253289,0.256427592746711
"195",0.241416086508322,"CutiSTIpjuv",1999,0.39868,0.225575,0.157263913491678,"fitted",0.172481463058152,0.226198536941848
